日期,商品名称,商品ID,类别,属性类别,属性名称,搜索人群占比,访问人群占比,支付人群占比
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,东营市,,0.18%,0.12%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,运城市,,0.17%,0.11%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,营口市,,0.17%,0.18%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,柳州市,,0.17%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,抚顺市,,0.17%,0.17%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,平顶山市,,0.17%,0.18%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,延边朝鲜族自治州,,0.17%,0.11%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,株洲市,,0.17%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,日照市,,0.17%,0.18%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,丽水市,,0.16%,0.18%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,丹东市,,0.16%,0.12%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,蚌埠市,,0.16%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,荆州市,,0.16%,0.18%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,周口市,,0.16%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,临汾市,,0.16%,0.17%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,衢州市,,0.16%,0.18%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,聊城市,,0.16%,0.17%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,滨州市,,0.16%,0.18%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,常德市,,0.15%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,佳木斯市,,0.15%,0.12%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,承德市,,0.15%,0.12%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,牡丹江市,,0.15%,0.18%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,襄阳市,,0.15%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,商丘市,,0.15%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,乐山市,,0.15%,0.11%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,菏泽市,,0.15%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,德阳市,,0.15%,0.18%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,赤峰市,,0.14%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,许昌市,,0.14%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,揭阳市,,0.14%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,岳阳市,,0.14%,0.11%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,湛江市,,0.14%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,信阳市,,0.14%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,盘锦市,,0.14%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,安阳市,,0.14%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,衡水市,,0.14%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,宝鸡市,,0.14%,0.12%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,宁德市,,0.14%,0.11%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,辽阳市,,0.14%,0.17%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,湘潭市,,0.14%,0.18%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,九江市,,0.14%,0.11%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,长治市,,0.13%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,上饶市,,0.13%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,马鞍山市,,0.13%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,安庆市,,0.13%,0.11%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,银川市,,0.13%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,驻马店市,,0.12%,0.02%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,南平市,,0.12%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,葫芦岛市,,0.13%,0.17%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,濮阳市,,0.12%,0.12%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,渭南市,,0.12%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,淮南市,,0.12%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,龙岩市,,0.12%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,西宁市,,0.12%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,肇庆市,,0.12%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,忻州市,,0.12%,0.11%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,宿迁市,,0.12%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,呼伦贝尔市,,0.12%,0.11%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,绥化市,,0.12%,0.11%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,滁州市,,0.12%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,孝感市,,0.12%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,吕梁市,,0.12%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,枣庄市,,0.12%,0.17%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,宿州市,,0.12%,0.17%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,铁岭市,,0.12%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,晋城市,,0.11%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,娄底市,,0.11%,0.17%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,梅州市,,0.12%,0.12%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,黄冈市,,0.11%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,黄石市,,0.11%,0.17%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,朝阳市,,0.11%,0.17%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,韶关市,,0.11%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,南充市,,0.11%,0.12%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,潮州市,,0.11%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,三亚市,,0.11%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,通辽市,,0.11%,0.12%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,清远市,,0.11%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,茂名市,,0.11%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,三明市,,0.11%,0.17%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,阜新市,,0.11%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,邵阳市,,0.11%,0.27%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,遵义市,,0.10%,0.11%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,通化市,,0.11%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,本溪市,,0.11%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,宜春市,,0.10%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,河源市,,0.10%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,莆田市,,0.10%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,曲靖市,,0.10%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,宜宾市,,0.10%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,宣城市,,0.10%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,郴州市,,0.10%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,汕尾市,,0.10%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,十堰市,,0.10%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,阳泉市,,0.10%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,眉山市,,0.10%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,三门峡市,,0.09%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,鸡西市,,0.09%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,吉安市,,0.09%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,漯河市,,0.09%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,黄山市,,0.09%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,汉中市,,0.08%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,榆林市,,0.08%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,荆门市,,0.08%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,益阳市,,0.08%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,淮北市,,0.08%,0.02%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,泸州市,,0.08%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,双鸭山市,,0.08%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,达州市,,0.08%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,永州市,,0.08%,0.17%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,亳州市,,0.08%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,红河哈尼族彝族自治州,,0.08%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,四平市,,0.08%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,怀化市,,0.07%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,萍乡市,,0.08%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,六安市,,0.08%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,自贡市,,0.07%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,抚州市,,0.07%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,北海市,,0.07%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,玉溪市,,0.07%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,松原市,,0.07%,0.02%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,内江市,,0.07%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,大理白族自治州,,0.07%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,鄂尔多斯市,,0.07%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,梧州市,,0.06%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,凉山彝族自治州,,0.06%,0.15%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,黑河市,,0.06%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,朔州市,,0.06%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,景德镇市,,0.06%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,阳江市,,0.07%,0.02%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,锡林郭勒盟,,0.07%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,白城市,,0.06%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,天水市,,0.06%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,玉林市,,0.06%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,鹤岗市,,0.06%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,乌兰察布市,,0.06%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,恩施土家族苗族自治州,,0.06%,0.08%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,雅安市,,0.06%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,伊春市,,0.06%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,伊犁哈萨克自治州,,0.05%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,鹤壁市,,0.05%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,攀枝花市,,0.05%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,铜陵市,,0.05%,0.02%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,咸宁市,,0.05%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,克拉玛依市,,0.05%,0.02%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,随州市,,0.05%,0.02%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,安顺市,,0.05%,0.06%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,云浮市,,0.05%,0.02%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,广元市,,0.05%,0.02%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,遂宁市,,0.05%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,贵港市,,0.05%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,广安市,,0.05%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,白山市,,0.05%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,辽源市,,0.05%,0.03%
2023-02-01 ~ 2023-02-28,美国进口MoveFree益节 氨糖软骨素 钙片 维骨力氨基葡萄糖120粒*2,527016966632,竞品,城市,巴彦淖尔市,,0.04%,0.03%
